No.     Time           Source                Destination           Protocol Length Info
   7431 11.730196000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7432 11.730209000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25683 Win=47423 Len=0
   7433 11.730218000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7434 11.735497000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7435 11.735551000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25706 Win=47400 Len=0
   7436 11.735916000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7437 11.735926000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7438 11.735936000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25708 Win=47398 Len=0
   7439 11.736274000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7440 11.736627000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7441 11.736638000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25715 Win=47391 Len=0
   7442 11.736647000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7443 11.739896000   192.168.0.1           192.168.0.2           TCP      64     [TCP segment of a reassembled PDU]
   7444 11.739922000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25726 Win=47380 Len=0
   7445 11.740274000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7446 11.740642000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7447 11.740657000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25728 Win=47378 Len=0
   7448 11.740667000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7449 11.740998000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7450 11.741011000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25735 Win=47371 Len=0
   7451 11.741021000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7452 11.744283000   192.168.0.1           192.168.0.2           TCP      66     [TCP segment of a reassembled PDU]
   7453 11.744331000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25748 Win=47358 Len=0
   7454 11.744694000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7455 11.744702000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7456 11.744713000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25750 Win=47356 Len=0
   7457 11.745048000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7458 11.745469000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7459 11.745480000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25757 Win=47349 Len=0
   7460 11.745488000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7461 11.750667000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7462 11.750696000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25780 Win=47326 Len=0
   7463 11.751047000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7464 11.751415000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7465 11.751429000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25782 Win=47324 Len=0
   7466 11.751438000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7467 11.751769000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7468 11.751784000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25789 Win=47317 Len=0
   7469 11.751793000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7470 11.757454000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7471 11.757486000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25812 Win=47294 Len=0
   7472 11.757842000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7473 11.758192000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7474 11.758203000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25814 Win=47292 Len=0
   7475 11.758212000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7476 11.758544000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7477 11.758554000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25821 Win=47285 Len=0
   7478 11.758563000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7479 11.764250000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7480 11.764294000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25844 Win=47262 Len=0
   7481 11.764654000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7482 11.764665000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7483 11.764676000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25846 Win=47260 Len=0
   7484 11.765016000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7485 11.765427000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7486 11.765442000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25853 Win=47253 Len=0
   7487 11.765451000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7488 11.773733000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7489 11.773767000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25876 Win=47230 Len=0
   7490 11.774122000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7491 11.774473000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7492 11.774487000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25878 Win=47228 Len=0
   7493 11.774497000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7494 11.774828000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7495 11.774841000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25885 Win=47221 Len=0
   7496 11.774850000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7497 11.780553000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7498 11.780611000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25908 Win=47198 Len=0
   7499 11.780975000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7500 11.780986000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7501 11.780996000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25910 Win=47196 Len=0
   7502 11.781337000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7503 11.781348000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7504 11.781360000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25917 Win=47189 Len=0
   7505 11.781698000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7506 11.787618000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7507 11.787668000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25940 Win=47166 Len=0
   7508 11.787689000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7509 11.788004000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7510 11.788019000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25942 Win=47164 Len=0
   7511 11.788028000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7512 11.788359000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7513 11.788374000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25949 Win=47157 Len=0
   7514 11.788388000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7515 11.794039000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
   7516 11.794083000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25972 Win=47134 Len=0
   7517 11.794444000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7518 11.794454000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7519 11.794465000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25974 Win=47132 Len=0
   7520 11.794805000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7521 11.795219000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7522 11.795238000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=25981 Win=47125 Len=0
   7523 11.795249000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7524 11.801008000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7525 11.801044000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=26005 Win=47101 Len=0
   7526 11.801399000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7527 11.801747000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7528 11.801757000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=26007 Win=47099 Len=0
   7529 11.801765000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7530 11.802095000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7531 11.802104000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=26014 Win=47092 Len=0
   7532 11.802111000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7533 11.808016000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
   7534 11.808026000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=26038 Win=47068 Len=0
   7535 11.808390000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7536 11.808705000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
   7537 11.808715000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=20150 Ack=26040 Win=47066 Len=0
   7538 11.808723000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
   7539 11.809067000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
